ID,Name,Email Address,Section,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,Grade,Exam 1 Pct,Exam 2 Pct,Exam 3 Pct
6097881,"Price, Ricardo",ricardo.price@univ.edu,3,Ricardo,Price,77.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,67,100,2019-09-19 08:56:02-07:00,67,70,2019-09-26 08:56:02-07:00,58,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,60,70,2019-10-17 08:56:02-07:00,38,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,92,100,2019-11-08 12:30:07-07:00,75,100,2019-12-08 12:30:07-07:00,8,0.68,0.92,0.75
2968584,"Douglas, Robert",robert.douglas@univ.edu,2,Robert,Douglas,57.0,80,2019-08-29 08:56:02-07:00,53,80,2019-09-05 08:56:02-07:00,73,80,2019-09-12 08:56:02-07:00,78,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,83,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,86,100,2019-10-08 12:30:07-07:00,67,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,13,0.86,0.67,0.87
6972487,"White, Amy Leslie",amy.white@univ.edu,3,Amy,White,71.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,72,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,40,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,99,100,2019-10-08 12:30:07-07:00,95,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,15,0.99,0.95,0.99
2886234,"Houston, Emily Donna",emily.houston@univ.edu,1,Emily,Houston,54.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,56,80,2019-09-12 08:56:02-07:00,71,100,2019-09-19 08:56:02-07:00,56,70,2019-09-26 08:56:02-07:00,71,90,2019-10-03 08:56:02-07:00,46,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,52,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,100,100,2019-10-08 12:30:07-07:00,78,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,17,1.0,0.78,0.87
5704583,"Bennett, Richard Jamie",richard.bennett@univ.edu,1,Richard,Bennett,76.0,80,2019-08-29 08:56:02-07:00,75,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,80,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,57,60,2019-10-24 08:56:02-07:00,53,60,2019-10-31 08:56:02-07:00,66,100,2019-10-08 12:30:07-07:00,97,100,2019-11-08 12:30:07-07:00,88,100,2019-12-08 12:30:07-07:00,9,0.66,0.97,0.88
1905666,"Simpson, Felicia",felicia.simpson@univ.edu,3,Felicia,Simpson,59.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,90,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,63,70,2019-10-17 08:56:02-07:00,53,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,63,100,2019-10-08 12:30:07-07:00,90,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,13,0.63,0.9,0.99
4412160,"Powers, Brooke David",brooke.powers@univ.edu,1,Brooke,Powers,80.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,66,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,85,90,2019-10-03 08:56:02-07:00,45,50,2019-10-10 08:56:02-07:00,54,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,57,60,2019-10-31 08:56:02-07:00,77,100,2019-10-08 12:30:07-07:00,87,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,17,0.77,0.87,0.9
8794639,"Miller, Stephen Elizabeth",stephen.miller@univ.edu,2,Stephen,Miller,50.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,77,100,2019-09-19 08:56:02-07:00,57,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,72,100,2019-10-08 12:30:07-07:00,70,100,2019-11-08 12:30:07-07:00,97,100,2019-12-08 12:30:07-07:00,7,0.72,0.7,0.97
8164846,"Graham, Benjamin James",benjamin.graham@univ.edu,2,Benjamin,Graham,64.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,58,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,37,60,2019-10-31 08:56:02-07:00,81,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,81,100,2019-12-08 12:30:07-07:00,6,0.81,0.73,0.81
1590887,"Glover, Heidi",heidi.glover@univ.edu,2,Heidi,Glover,65.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,45,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,48,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,83,100,2019-11-08 12:30:07-07:00,83,100,2019-12-08 12:30:07-07:00,10,0.6,0.83,0.83
1454597,"Rogers, Sherry Benjamin",sherry.rogers@univ.edu,2,Sherry,Rogers,58.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,49,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,75,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,44,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,56,60,2019-10-31 08:56:02-07:00,63,100,2019-10-08 12:30:07-07:00,92,100,2019-11-08 12:30:07-07:00,80,100,2019-12-08 12:30:07-07:00,17,0.63,0.92,0.8
6984374,"Roberts, Steven Katherine",steven.roberts@univ.edu,2,Steven,Roberts,56.0,80,2019-08-29 08:56:02-07:00,75,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,92,100,2019-09-19 08:56:02-07:00,59,70,2019-09-26 08:56:02-07:00,74,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,60,70,2019-10-17 08:56:02-07:00,59,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,70,100,2019-10-08 12:30:07-07:00,80,100,2019-11-08 12:30:07-07:00,67,100,2019-12-08 12:30:07-07:00,8,0.7,0.8,0.67
9248728,"Young, Joseph Teresa",joseph.young@univ.edu,1,Joseph,Young,51.0,80,2019-08-29 08:56:02-07:00,69,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,67,70,2019-09-26 08:56:02-07:00,63,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,42,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,72,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,12,0.72,0.68,0.96
2332731,"Guzman, Cynthia",cynthia.guzman@univ.edu,1,Cynthia,Guzman,63.0,80,2019-08-29 08:56:02-07:00,68,80,2019-09-05 08:56:02-07:00,48,80,2019-09-12 08:56:02-07:00,67,100,2019-09-19 08:56:02-07:00,55,70,2019-09-26 08:56:02-07:00,54,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,57,60,2019-10-24 08:56:02-07:00,47,60,2019-10-31 08:56:02-07:00,64,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,66,100,2019-12-08 12:30:07-07:00,14,0.64,0.74,0.66
6611132,"Delgado, Desiree Jennifer",desiree.delgado@univ.edu,2,Desiree,Delgado,69.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,74,80,2019-09-12 08:56:02-07:00,64,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,55,90,2019-10-03 08:56:02-07:00,31,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,69,100,2019-11-08 12:30:07-07:00,78,100,2019-12-08 12:30:07-07:00,9,0.88,0.69,0.78
5505240,"Warren, Tamara Shawn",tamara.warren@univ.edu,1,Tamara,Warren,74.0,80,2019-08-29 08:56:02-07:00,53,80,2019-09-05 08:56:02-07:00,48,80,2019-09-12 08:56:02-07:00,92,100,2019-09-19 08:56:02-07:00,57,70,2019-09-26 08:56:02-07:00,58,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,54,70,2019-10-17 08:56:02-07:00,56,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,77,100,2019-10-08 12:30:07-07:00,80,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,16,0.77,0.8,0.99
8776566,"Harris, John Lisa",john.harris@univ.edu,1,John,Harris,74.0,80,2019-08-29 08:56:02-07:00,77,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,89,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,39,60,2019-10-24 08:56:02-07:00,60,60,2019-10-31 08:56:02-07:00,91,100,2019-10-08 12:30:07-07:00,90,100,2019-11-08 12:30:07-07:00,95,100,2019-12-08 12:30:07-07:00,12,0.91,0.9,0.95
5780203,"Good, Sherry Mark",sherry.good@univ.edu,2,Sherry,Good,50.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,94,100,2019-09-19 08:56:02-07:00,54,70,2019-09-26 08:56:02-07:00,77,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,62,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,47,60,2019-10-31 08:56:02-07:00,89,100,2019-10-08 12:30:07-07:00,88,100,2019-11-08 12:30:07-07:00,64,100,2019-12-08 12:30:07-07:00,7,0.89,0.88,0.64
7521527,"Brown, Kelsey Steven",kelsey.brown@univ.edu,2,Kelsey,Brown,78.0,80,2019-08-29 08:56:02-07:00,68,80,2019-09-05 08:56:02-07:00,52,80,2019-09-12 08:56:02-07:00,80,100,2019-09-19 08:56:02-07:00,51,70,2019-09-26 08:56:02-07:00,70,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,46,70,2019-10-17 08:56:02-07:00,59,60,2019-10-24 08:56:02-07:00,56,60,2019-10-31 08:56:02-07:00,80,100,2019-10-08 12:30:07-07:00,69,100,2019-11-08 12:30:07-07:00,83,100,2019-12-08 12:30:07-07:00,9,0.8,0.69,0.83
7474490,"Daniel, William Austin",william.daniel@univ.edu,2,William,Daniel,48.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,72,80,2019-09-12 08:56:02-07:00,76,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,60,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,62,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,36,60,2019-10-31 08:56:02-07:00,84,100,2019-10-08 12:30:07-07:00,91,100,2019-11-08 12:30:07-07:00,95,100,2019-12-08 12:30:07-07:00,10,0.84,0.91,0.95
9650939,"Lopez, Mark Steven",mark.lopez@univ.edu,1,Mark,Lopez,58.0,80,2019-08-29 08:56:02-07:00,51,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,69,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,59,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,94,100,2019-10-08 12:30:07-07:00,87,100,2019-11-08 12:30:07-07:00,78,100,2019-12-08 12:30:07-07:00,15,0.94,0.87,0.78
1735079,"Hernandez, Taylor Harold",taylor.hernandez@univ.edu,1,Taylor,Hernandez,54.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,67,100,2019-09-19 08:56:02-07:00,56,70,2019-09-26 08:56:02-07:00,77,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,57,70,2019-10-17 08:56:02-07:00,52,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,92,100,2019-10-08 12:30:07-07:00,83,100,2019-11-08 12:30:07-07:00,98,100,2019-12-08 12:30:07-07:00,14,0.92,0.83,0.98
6278235,"Miller, Jorge",jorge.miller@univ.edu,1,Jorge,Miller,69.0,80,2019-08-29 08:56:02-07:00,56,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,88,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,58,60,2019-10-24 08:56:02-07:00,57,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,81,100,2019-12-08 12:30:07-07:00,6,0.74,0.73,0.81
5665427,"Terry, Thomas",thomas.terry@univ.edu,1,Thomas,Terry,72.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,51,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,51,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,31,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,83,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,13,0.83,0.74,0.99
3830106,"Smith, Crystal Jason",crystal.smith@univ.edu,3,Crystal,Smith,63.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,48,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,48,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,52,60,2019-10-24 08:56:02-07:00,58,60,2019-10-31 08:56:02-07:00,85,100,2019-10-08 12:30:07-07:00,88,100,2019-11-08 12:30:07-07:00,60,100,2019-12-08 12:30:07-07:00,8,0.85,0.88,0.6
9204701,"Cooper, Adam Melvin",adam.cooper@univ.edu,2,Adam,Cooper,80.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,78,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,55,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,44,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,53,60,2019-10-31 08:56:02-07:00,65,100,2019-10-08 12:30:07-07:00,63,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,16,0.65,0.63,0.9
9365638,"Brock, Lauren Mark",lauren.brock@univ.edu,2,Lauren,Brock,74.0,80,2019-08-29 08:56:02-07:00,58,80,2019-09-05 08:56:02-07:00,62,80,2019-09-12 08:56:02-07:00,82,100,2019-09-19 08:56:02-07:00,54,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,60,60,2019-10-24 08:56:02-07:00,54,60,2019-10-31 08:56:02-07:00,75,100,2019-10-08 12:30:07-07:00,72,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,11,0.75,0.72,0.96
3711195,"Ramirez, Timothy",timothy.ramirez@univ.edu,3,Timothy,Ramirez,72.0,80,2019-08-29 08:56:02-07:00,73,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,57,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,84,100,2019-10-08 12:30:07-07:00,69,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,13,0.84,0.69,0.87
6847480,"Smith, Andrea Erica",andrea.smith@univ.edu,2,Andrea,Smith,80.0,80,2019-08-29 08:56:02-07:00,71,80,2019-09-05 08:56:02-07:00,61,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,62,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,66,100,2019-10-08 12:30:07-07:00,97,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,7,0.66,0.97,0.86
